Column1;Column2;Column3;Column4;Column5;Column6
UTCP-0166;E11 Rooming & Capacity;Rooming sets;Rooming sets implementation;Implement functionality for rooming sets in module E11 Rooming & Capacity.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0167;E11 Rooming & Capacity;Room allocation;Room allocation implementation;Implement functionality for room allocation in module E11 Rooming & Capacity.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0168;E11 Rooming & Capacity;Capacity;Capacity implementation;Implement functionality for capacity in module E11 Rooming & Capacity.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0169;E11 Rooming & Capacity;Manifests;Manifests implementation;Implement functionality for manifests in module E11 Rooming & Capacity.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0170;E11 Rooming & Capacity;Exports;Exports implementation;Implement functionality for exports in module E11 Rooming & Capacity.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0171;E12 Operations;Arrivals;Arrivals implementation;Implement functionality for arrivals in module E12 Operations.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0172;E12 Operations;Departures;Departures implementation;Implement functionality for departures in module E12 Operations.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0173;E12 Operations;Transfers;Transfers implementation;Implement functionality for transfers in module E12 Operations.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0174;E12 Operations;Excursions;Excursions implementation;Implement functionality for excursions in module E12 Operations.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0175;E12 Operations;Dispatches;Dispatches implementation;Implement functionality for dispatches in module E12 Operations.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0176;E13 Tour Programs;Programs;Programs implementation;Implement functionality for programs in module E13 Tour Programs.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0177;E13 Tour Programs;Itineraries;Itineraries implementation;Implement functionality for itineraries in module E13 Tour Programs.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0178;E13 Tour Programs;Departures;Departures implementation;Implement functionality for departures in module E13 Tour Programs.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0179;E13 Tour Programs;Guides;Guides implementation;Implement functionality for guides in module E13 Tour Programs.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0180;E13 Tour Programs;Tour pricing;Tour pricing implementation;Implement functionality for tour pricing in module E13 Tour Programs.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0181;E14 Charter Management;Charter seasons;Charter seasons implementation;Implement functionality for charter seasons in module E14 Charter Management.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0182;E14 Charter Management;Flights;Flights implementation;Implement functionality for flights in module E14 Charter Management.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0183;E14 Charter Management;Seats;Seats implementation;Implement functionality for seats in module E14 Charter Management.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0184;E14 Charter Management;Load factor;Load factor implementation;Implement functionality for load factor in module E14 Charter Management.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0185;E14 Charter Management;Charter pricing;Charter pricing implementation;Implement functionality for charter pricing in module E14 Charter Management.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0186;E15 B2B Distribution;Agency login;Agency login implementation;Implement functionality for agency login in module E15 B2B Distribution.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0187;E15 B2B Distribution;Agency pricing;Agency pricing implementation;Implement functionality for agency pricing in module E15 B2B Distribution.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0188;E15 B2B Distribution;Statements;Statements implementation;Implement functionality for statements in module E15 B2B Distribution.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0189;E15 B2B Distribution;Support;Support implementation;Implement functionality for support in module E15 B2B Distribution.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0190;E15 B2B Distribution;API access;API access implementation;Implement functionality for api access in module E15 B2B Distribution.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0191;E16 Communication;Shared inbox;Shared inbox implementation;Implement functionality for shared inbox in module E16 Communication.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0192;E16 Communication;Threads;Threads implementation;Implement functionality for threads in module E16 Communication.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0193;E16 Communication;Templates;Templates implementation;Implement functionality for templates in module E16 Communication.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0194;E16 Communication;Attachments;Attachments implementation;Implement functionality for attachments in module E16 Communication.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0195;E16 Communication;Link to booking;Link to booking implementation;Implement functionality for link to booking in module E16 Communication.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0196;E17 Marketing;Campaigns;Campaigns implementation;Implement functionality for campaigns in module E17 Marketing.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0197;E17 Marketing;Audiences;Audiences implementation;Implement functionality for audiences in module E17 Marketing.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0198;E17 Marketing;Automations;Automations implementation;Implement functionality for automations in module E17 Marketing.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0199;E17 Marketing;Templates;Templates implementation;Implement functionality for templates in module E17 Marketing.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
UTCP-0200;E17 Marketing;Analytics;Analytics implementation;Implement functionality for analytics in module E17 Marketing.;"Feature implemented; validation rules applied; audit log written; API endpoint exposed."
